OTU00589
OTU06543
OTU03408
OTU01374
OTU04145
OTU02457
OTU03373
OTU03396
OTU02625
OTU00424
OTU03683
OTU03862
OTU01356
OTU01453
OTU02456
OTU02858
OTU00947
OTU03024
OTU01575
OTU01700
OTU00868
OTU05457
OTU00488
OTU02925
OTU00657
OTU05044
OTU03768
OTU02508
OTU02231
OTU02331
OTU04119
OTU04258
OTU01183
OTU02702
OTU04210
OTU00845
OTU03806
OTU04326
OTU06861
OTU03434
OTU02750
OTU06892
OTU00854
OTU04517
OTU02856
OTU04256
OTU00414
OTU00304
OTU06834
OTU02737
OTU02235
OTU00420
OTU00407
OTU06591
OTU03968
OTU00408
OTU00685
OTU05486
OTU04166
OTU01317
OTU06343
OTU00294
OTU06552
OTU02008
OTU01867
OTU03243
OTU02983
OTU06331
OTU04904
OTU03382
OTU01461
OTU07027
OTU03082
OTU02679
OTU00366
OTU00758
OTU03556
OTU03366
OTU00411
OTU05332
OTU00205
OTU00028
OTU00512
OTU02542
OTU00555
OTU03571
OTU00958
OTU03335
OTU01964
OTU04918
OTU00337
OTU00423
OTU03524
OTU00012
OTU01342
OTU03428
OTU00785
OTU05844
OTU00859
OTU06558
