OTU03336
OTU00589
OTU06543
OTU01848
OTU03408
OTU03327
OTU01374
OTU04145
OTU02457
OTU03373
OTU02195
OTU03396
OTU02625
OTU00424
OTU03683
OTU01349
OTU03028
OTU03862
OTU02566
OTU01356
OTU00500
OTU01011
OTU01453
OTU02456
OTU00004
OTU02858
OTU06593
OTU01073
OTU02722
OTU01173
OTU00947
OTU01941
OTU03024
OTU02448
OTU03058
OTU01575
OTU00525
OTU01226
OTU02009
OTU05468
OTU00580
OTU02871
OTU01700
OTU03343
OTU01345
OTU03054
OTU00868
OTU05457
OTU00488
OTU03734
OTU00767
OTU02318
OTU06566
OTU04238
OTU05044
OTU00524
OTU05503
OTU03768
OTU03346
OTU03754
OTU02508
OTU01719
OTU02231
OTU04119
OTU00135
OTU06398
OTU01183
OTU02702
OTU02643
OTU04791
OTU03806
OTU01092
OTU03520
OTU01523
OTU03501
OTU01222
OTU02688
OTU01502
OTU00854
OTU02856
OTU02815
OTU03149
OTU04256
OTU00304
OTU00963
OTU00244
OTU02483
OTU03773
OTU02737
OTU02235
OTU01734
OTU03402
OTU00407
OTU00994
OTU00482
OTU03642
OTU06591
OTU03968
OTU03692
OTU04964
OTU01030
OTU01208
OTU02851
OTU06590
OTU01187
OTU00440
OTU02563
OTU05288
OTU02872
OTU04477
OTU00929
OTU01867
OTU03243
OTU02983
OTU03710
OTU02513
OTU02083
OTU06438
OTU01163
OTU01191
OTU03070
OTU02863
OTU01754
OTU02679
OTU04621
OTU06270
OTU00061
OTU02962
OTU03647
OTU03031
OTU04918
OTU04973
OTU02187
OTU05690
OTU03315
OTU01375
OTU05622
OTU01591
OTU04490
OTU00661
OTU01825
OTU03443
OTU02669
OTU02558
OTU02790
OTU01943
OTU03071
OTU02819
OTU00638
OTU02333
OTU03641
OTU00937
OTU03142
OTU03174
OTU03997
OTU03411
OTU02070
OTU02237
OTU03592
OTU06741
OTU05860
OTU01871
OTU01744
OTU00862
OTU01694
OTU00924
OTU04563
OTU02667
OTU03242
OTU02756
OTU03045
OTU04450
OTU00884
OTU03023
OTU02818
OTU02623
OTU02287
OTU02826
OTU02336
OTU03144
OTU03191
OTU04322
OTU00447
OTU02439
OTU05754
OTU03222
OTU02785
OTU02486
OTU03076
OTU00754
OTU01779
OTU02726
OTU06358
OTU01203
OTU02321
OTU00968
OTU01360
OTU03053
OTU01102
OTU01851
